batch,prawn.id,size,algae.id,colour,day,lws,mws,sws,sum(sml),ppn(sw),ppn(mw),ppn(lw),hue_sam,hue,xcoord,ycoord,jnd
1,B1R2,9.0625,u23,red,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1R2,9.0625,u13,red,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1R3,9.03125,u26,red,0,2992.528,2612.028,2396.381,8000.937,0.299512545,0.326465263,0.374022193,0.400974911,0.427577314,0.033627828,-0.041421838,10.62537801
1,B1R3,9.03125,u11,red,5,13793.751,12868.284,7658.515,34320.55,0.223146628,0.374943991,0.401909381,0.553706744,0.287244203,0.01906741,-0.134950602,5.430156654
1,B1R3,9.03125,u21,red,10,33758.321,31405.733,16331.975,81496.029,0.200402096,0.385365194,0.414232711,0.599195809,0.25062859,0.020412417,-0.162806852,6.20029792
1,B1R3,9.03125,u3,red,15,36972.048,33911.962,14828.735,85712.745,0.173005018,0.395646668,0.431348313,0.653989964,0.20919718,0.025244875,-0.196361282,3.896406377
1,B1R3,9.03125,u1,red,20,32469.937,29703.304,13046.866,75220.107,0.173449182,0.39488516,0.431665658,0.653101637,0.209846966,0.02600774,-0.195817295,2.31346116
1,B1R3,9.03125,u10,red,25,39971.141,36644.207,16350.678,92966.026,0.175877992,0.394167725,0.429954282,0.648244016,0.213412566,0.025304917,-0.192842621,2.152880554
1,B1R3,9.03125,u22,red,30,42124.938,38412.328,16638.594,97175.86,0.171221474,0.395286731,0.433491795,0.657557052,0.206594969,0.02701506,-0.198545668,3.355766519
1,B1R4,7.46875,u19,red,0,7270.941,6208.364,5182.975,18662.28,0.27772464,0.332669106,0.389606254,0.444550719,0.384513519,0.040260644,-0.068106462,9.714468084
1,B1R4,7.46875,u1,red,5,14346.665,12939.682,7641.538,34927.885,0.218780439,0.370468524,0.410751037,0.562439123,0.280049873,0.028484038,-0.14029807,5.458179837
1,B1R4,7.46875,u12,red,10,37504.086,34606.697,18883.792,90994.575,0.20752657,0.380316046,0.412157384,0.584946861,0.261871959,0.022515226,-0.154081189,4.715614815
1,B1R4,7.46875,u22,red,15,39434.321,35858.756,17074.795,92367.872,0.184856429,0.38821676,0.426926811,0.630287141,0.226777755,0.027372139,-0.181846327,4.367106902
1,B1R4,7.46875,u11,red,20,40602.48,36901.134,16475.953,93979.567,0.175314204,0.392650607,0.432035189,0.649371592,0.212583029,0.027849105,-0.193533118,2.250832183
1,B1R4,7.46875,u25,red,25,37592.318,34404.211,15371.535,87368.064,0.175939975,0.393784747,0.430275278,0.64812005,0.213503834,0.025802702,-0.192766708,3.437888206
1,B1R4,7.46875,u6,red,30,42235.87,38203.604,14472.806,94912.28,0.152486127,0.40251487,0.444999003,0.695027746,0.179921689,0.030040819,-0.221491688,2.23939961
2,B2R1,11.5,u1,red,0,1682.632,1226.851,1321.365,4230.848,0.312316822,0.289977565,0.397705614,0.375366357,0.454158007,0.076175234,-0.025739865,11.50887215
2,B2R1,11.5,u20,red,5,10569.175,9898.912,7512.33,27980.417,0.268485277,0.353780003,0.377734721,0.463029447,0.367026484,0.016938544,-0.079422325,9.760116009
